título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
""" A África, meu pequeno Chaka""";;Marie Sellier;"Marion Lesage ; tradução de Rosa Freire D'Aguiar";" Árvore baobá; contos africanos; Contadores de histórias";Vovô Dembo é um africano muito alto e muito sábio. Para o pequeno Chaka, ele tem o tamanho do baobá - árvore que alcança vinte metros de altura - e a sabedoria dos marabus - sacerdotes venerados pela religião muçulmana. É vovô Dembo quem conta ao neto Chaka a história da África, da sua África: a infância numa família de catorze irmãos, o pastoreio das cabras, as pescarias no rio barrento, as festas, as comidas, as plantações de amendoim e batata-doce. Com pinceladas sensíveis, um verbo saboroso e poético, vovô Dembo fala dos espíritos que se escondem na selva entre os macacos e os elefantes, narra a chegada da chuva, quando os pingos enormes batem na terra esturricada e a tempestade é um bálsamo que revigora a vida. Chaka logo percebe que vovô Dembo, com sua imaginação entre o plausível e o mágico, faz um retrato em que se sobrepõem duas histórias, a dele mesmo e a do continente mais antigo do planeta. A África, meu pequeno Chaka.... reata com a tradição africana do contador de histórias, figuras centrais de um mundo em que a memória pessoal é fundida com a coletiva, e transmitida de boca em boca.;;Companhia das Letrinhas;1ª;2006;Físico;857406324X;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/188467?guid=1703776052284&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703776052284%26quantidadePaginas%3d1%26codigoRegistro%3d188467%23188467&i=1;pt-BR;;Infantojuvenil;41p;;SELLIER,Marie. A África, meu pequeno chaka. São Paulo: Companhia das Letrinhas, 2006.;https://acervo.bn.gov.br/sophia_web/capa/capa/188467;africana
"""Cartas entre Marias: uma viagem a Guiné Bissau""";;Virginia Maria Yunes;;"Fotografias; Guiné-Bissau; Cartas; Diáspora";"Cartas entre Marias: uma viagem à Guiné-Bissau"" é um livro de cartas e fotografias para o público infantojuvenil. Nas cartas trocadas entre duas amigas Marias, uma no Brasil e outra no  país africano,  Guine-Bissau. Uma riqueza de imagens e de conhecimento que Virginia conseguiu reunir durante o tempo que lá morou e pelo fato de o país ter, assim como o Brasil, o português como idioma oficial.Atraves do olhar da câmara fotográfica da autora, podemos sentir o pulsar dos corações brasileiros e guineenses, que vai alem de povos, crenças, raças e religiões.";;Cuca Fresca;1ª;2018;Físico; 978-85-87140-58-6;https://www.editoracucafresca.com.br/product-page/cartas-entre-marias;pt-BR;;Infantojuvenil;40p;;YUNES,Virginia Maria. Cartas entre Marias: uma viagem a Guiné Bissau. Santa Catarina: Cuca Fresca, 2018.;https://static.wixstatic.com/media/6c5501_764161f325d94371904aca5c4b59be09~mv2.jpg/v1/fill/w_580,h_420,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/6c5501_764161f325d94371904aca5c4b59be09~mv2.jpg;africana
"""A Amizade Eterna. E Outras Vozes da África""";;Ilan Brenman;Catarina Bessell;"Ancestralidade; Escravidão; Culturas africanas";Cada conto deste livro tem no seu DNA a sabedoria, o humor, a perspicácia e a celebração da vida, deixando um legado de inestimável valor para os homens do futuro.;Série: Joias do Passado;Moderna;1ª;2016;Físico;9788516103637;https://www.moderna.com.br/autoresexclusivos/ilan-brenman/biblioteca/a-amizade-eterna.htm;pt-BR;;Juvenil;110p;;BRENMAN, Ilan. A amizade eterna. E outras vozes da África. São Paulo: Moderna, 2016.;https://www.moderna.com.br/data/files/E5/D1/F3/A0/0AE965103609D96528A808A8/aamizadeeterna_md.jpg;africana
"""O príncipe medroso e outros contos africanos""";;Anna Soler-Pont;"Pilar Millán; Tradução de  Luis Reyes Gil";"Continente africano; Contos e lendas  africanas; Griots";"Na África, desde sempre os contos e as lendas passaram de geração a geração, ao longo dos séculos, sem serem escritos. Os griots (espécie de músico e poeta da África Ocidental, que conserva e transmite a memória oral) os contavam, os pais e os avós decoravam-nos e continuavam a transmiti-los aos mais jovens. Ainda hoje, como diz Anna Soler-Pont na apresentação do livro, ""contar contos nas praças dos povoados, nos pátios das casas ou embaixo de uma árvore numa escola rural ainda é uma atividade comum em muitos rincões do continente africano. E os contos continuam muito vivos e mutantes. A mesma história pode ter muitas versões, dependendo de onde é contada e de quem a conta!"". Esta coletânea reúne algumas histórias contadas em vários países, da África subsaariana até o sul do continente. Entre elas há desde as mais conhecidas - como fábulas de animais e mitos de origem - até as mais desconhecidas - como as de princesas e príncipes, entre estes o conto que dá título ao livro. O príncipe medroso e outros contos africanos traz ainda um mapa da África e um glossário com o significado dos termos africanos que aparecem destacados no texto.";;Seguinte;1ª;2009;Físico;9788535915402 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/257804?guid=1703945211828&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703945211828%26quantidadePaginas%3d1%26codigoRegistro%3d257804%23257804&i=4;pt-BR;;Infantojuvenil;133p;;SOLER-PONT, Anna. O príncipe medroso e outros contos africanos. São Paulo: Seguinte, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/257804;africana
"""Feliz aniversário Jamela""";;Niki Daly;"Nike Daly; Tradução Isa Mesquita";"Culturas africanas; Festa de aniversário; Infância";Jamela vai fazer sete anos. Muito animadas, Mama e Gogo decidem fazer uma festa de aniversário para ela. Antes, vão às compras e, na loja de sapatos, a mãe escolhe um par que também sirva para ir à escola, e não o modelo de que a menina tanto gostou. Jamela tem então uma grande ideia.;Prêmios: Acervo básico da FNLIJ (Fundação Nacional do Livro Infantil e Juvenil) em 2010 – na categoria Tradução-Adaptação para Criança. Seleção da FNLIJ, catálogo de Bolonha, em 2010. Coleção Jamela;SM;1ª;2009;Físico;978-85-7675-406-0;https://www.smeducacao.com.br/livros/feliz-aniversario-jamela/;pt-BR;;Infantojuvenil;32p;;DALY,Nike. Feliz aniversário Jamela. São Paulo: SM, 2009.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/FELIZ-ANIVERSARIO-JAMELA_bx.jpg;africana
"""Cadê você, Jamela?""";;Niki Daly;"Nike Daly; Tradução Luciano Machado";"Infância; culturas africanas; Continente africano";Quando fica sabendo que vai se mudar, Jamela começa a agir de maneira estranha. O caminhão chega e logo está tudo pronto para partir, mas... cadê Jamela? Mama, Gogo, dona Zibi, Mão de Graxa e a galinha Natal são alguns personagens desta história bem-humorada, em que Jamela descobre que casa é onde está o coração.;Coleção Jamela;SM;1ª;2006;Físico;978-85-7675-144-1;https://www.smeducacao.com.br/livros/cade-voce-jamela/;pt-BR;;Infantojuvenil;36p;;DALY, Niki. Cadê você, Jamela. São Paulo: SM, 2006.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/CADE-VOCE-JAMELA_bx.jpg;africana
"""O que tem na panela, Jamela?""";;Niki Daly;"Nike Daly; Tradução Luciano Machado";"Infância; Culturas africanas; Amizade; Confusão";É época de Natal. Pensando nos preparativos, Mama compra uma galinha para engordar até esse dia, entregando-a aos cuidados de Jamela. O tempo passa e a menina se apega à ave, transformando-a em bichinho de estimação. Na véspera do almoço, Jamela arma a maior confusão: “Não se pode comer um amigo!”;Coleção Jamela;SM;1ª;2006;Físico;978-85-98457-97-0;https://www.smeducacao.com.br/livros/o-que-tem-na-panela-jamela/;pt-BR;;Infantojuvenil;36p;;DALY, Niki.O que tem na panela, Jamela. São Paulo: SM, 2006.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/O-QUE-TEM-NA-PANELA-JAMELA_bx.jpg;africana
""" O vestido de Jamela""";;Niki Daly;"Nike Daly; Tradução Luciano Machado";"Culturas africanas; Tecidos; Casamento";Mama está muito contente com o tecido que comprou. Com ele vai fazer um vestido para o casamento de Thelma. É tão lindo que Jamela não consegue resistir! Apesar das recomendações de Mama, a garota não se aguenta e sai enrolada nele, desfilando pela rua, orgulhosa como um pavão! Quando as coisas dão errado, Mama fica muito brava, mas tudo se ajeita e, na hora da foto, o maior sorriso é o de Jamela, a rainha africana!;Coleção Jamela;SM;1ª;2012;Físico;978-85-418-0011-2;https://www.smeducacao.com.br/livros/o-vestido-de-jamela/;pt-BR;;Infantojuvenil;;;DALY,Niki. O vestido de Jamela. São Paulo: SM, 2012.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/O-VESTIDO-DE-JAMELA_bx.jpg;africana
"""Histórias encantadas africanas""";;Ingrid Biesemeyer Bellinghausen;Ingrid Biesemeyer Bellinghausen;" Contos africanos; Iconografia africana; Lendas africanas; Tradição oral";Esta obra reúne lendas de diferentes povos africanos, abordando contos inusitados. Possui ilustrações coloridas e cheias de detalhes, as quais nos remetem à iconografia africana, sendo um verdadeiro resgate de algumas histórias tradicionais dessa cultura. Os recontos desta coletânea eram transmitidos pela linguagem oral, perpetuando o saber de muitas gerações. O belo projeto editorial contribui para a conscientizar sobre a importância desse povo na formação de nossa nação.;;RHJ;1ª;2011;Físico;9788571532526;https://rhjlivros.com.br/Hist%C3%B3rias-encantadas-africanas-p95822363;pt-BR;;Infantojuvenil;23p;; BELLINGHAUSEN, Ingrid Biesemeyer. Histórias encantadas africanas. Belo Horizonte: RHJ, 2011.;https://d2j6dbq0eux0bg.cloudfront.net/images/11793269/3550768275.png;africana
"""Nyama : tesouros sagrados dos povos africanos""";;Christiane Lavaquerie-Klein, Laurence Paix-Rusterholtz ;Tradução de: Hildegard Feist ;"Continente africano; Povo Dogom; Mitos africanos; Objetos rituais";"Para o povo dogom, do Mali, nyama é a força vital que anima os objetos, sustenta os homens e encarna o espírito dos ancestrais no cotidiano. No imenso continente africano, povos tão diversos quanto as terras em que vivem carregam culturas repletas de mitos e objetos rituais. São máscaras, tecidos, relicários, harpas, tambores, que falam sobre uma relação de temor e respeito entre o mundo dos vivos e o dos mortos. Das portas do deserto às margens do oceano Índico, o leitor vai viajar pela África, conhecer seus povos e objetos - tesouros de madeira, de contas, de ouro e de marfim, todos repletos de nyama. A imagem do objeto ocupa a página inteira e é acompanhada de uma ficha que informa as matérias-primas usadas em sua confecção, seu tamanho e o museu de onde procede. Além disso, um texto principal conta um pouco da história do povo que produziu o artefato; e uma pequena seção, chamada ""Outro modo de ver"", o analisa mais detalhadamente.";;Companhia das letrinhas;;2010;Físico;9788574064062;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/260953?guid=1705102603437&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1705102603437%26quantidadePaginas%3d1%26codigoRegistro%3d260953%23260953&i=2;pt-BR;;Infantojuvenil;50p;;"LAVAQUERIE-KLEIN, Christiane; PAIX-RUSTERHOLTZ.Nyama: tesouros sagrados dos povos africanos. São Paulo: Companhia das Letrinhas, 2010.";https://acervo.bn.gov.br/sophia_web/capa/capa/260953;africana
"""Os caçadores de mel: contos tradicionais africanos""";;Francesca Martin ;"Francesca Martins; tradução de Ana Maria Machado";"Contos tradicionais africanos; fábulas; Amizade e conflitos";Conto tradicional africano, que fala de um tempo em que os animais selvagens eram muito amigos. E todos gostavam muito de mel. Um dia seguiram o passarinho guia-mel que conhecia os melhores lugares onde se encontrava aquela doçura e, por causa dela, começaram a se desentender.;;Salamandra;2ª;2007;Físico;9788516055721 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/224426?guid=1705103193378&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1705103193378%26quantidadePaginas%3d1%26codigoRegistro%3d224426%23224426&i=13;pt-BR;;Infantojuvenil;27p;;MARTIN, Francesca. Os caçadores de mel: contos tradicionais africanos. São Paulo: Salamandra, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/224426;africana
"""Bino, o menino africano da cor do algodão""";;Marcial Ávila e Rosa Margarida de Carvalho Rocha;Marcial Ávila;"Culturas africanas; Zimbabue; Contadores de histórias; Contos africanos; Continente africano";Gerações após gerações, contam histórias de reis, rainhas e reinos esquecidos no velho Continente Africano.. Esta história que você vai conhecer aconteceu no coração da África, numa planície muito escondida onde as gazelas saltavam alegres, as girafas desfilavam elegantes sua beleza entre as densas florestas do Zimbabue, num tempo que se perdeu na memória;;Mazza;1ª;2015;Físico;9788571606517;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1623169?guid=1708285828661&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1708285828661%26quantidadePaginas%3d1%26codigoRegistro%3d1623169%231623169&i=1;pt-BR;;Infantojuvenil;35p;;"ÁVILA,Marcial; ROCHA, Rosa Margarida de Carvalho. Bino, o menino africano da cor do algodão. Belo Horizonte: Mazza, 2015.";;africana
"""Os dez gigantes: Reconto Africano""";;Cristina Lavrador Alves;Maurizio Manzo;"Culturas africanas; Reconto africano; Deuses; Mitos";O que não é nosso não nos pertence. É o que aprende o lavrador ao desafiar os anciãos da aldeia que alertavam: aquelas terras misteriosas eram habitadas por deuses. Lá reinava o silêncio. Lá ninguém ousava entrar... Mas o homem, ganancioso, quis as terras para si. Plantar, colher, morar. Ficar rico com a colheita. Planos que o homem fez até surgirem os gigantes. Dez incríveis gigantes que, de modo surpreendente e sem dizer uma palavra, impuseram seus limites.;Série: Lanterna mágica;De Leitura;1ª;2011;Físico;8572171479;Os dez Gigantes: Reconto Africano | Amazon.com.br;pt-BR;;Infantojuvenil;24p;;ALVEZ,Cristina Lavador. Os dez gigantes: Reconto Africano.São Paulo: DeLeitura, 2011.;https://m.media-amazon.com/images/I/81Dlu5XuDbL._SY425_.jpg;africana
"""Canção dos povos africanos""";;Fernando da  Paixão;Sérgio Melo;"Literatura em Cordel; Músicas; Culturas africanas";Um cordel que ressalta os princípios e valores da convivência em comunidade, sob a ótica da cultura dos povos africanos. Fala-nos da importância da música e das canções nos ritos de passagem de determinados povos da África.;;IMEPH;1ª;2010;Físico;9788579740282;https://www.devoradordelivros.com.br/livros/ver/789;pt-BR;;Infantojuvenil;28p;;PAIXÃO,Fernando. Canção dos povos africanos.Fortaleza: IMEPH, 2010.;https://www.devoradordelivros.com.br/img/cover/789.jpg;africana
""" Baby: A maravilha mirim""";;"Régis Rocha; Daniela Aguiar";Régis Rocha;"Cultura africana; Infância; medos";Baby é muito poderosa. Mas como ela pode superar seu maior medo? Baby, A Maravilha Mirim, é um livro infantil que pretende abordar o medo. Muitas vezes o medo é subestimado em nossa sociedade - onde todos são criados para serem decididos e autossuficientes - então, como a criança pode lidar com seu medo? Uma leitura que promete ser agradável para crianças e adultos. O livro contém a história principal e um texto sobre a cultura africana.;;Afrodinamic;1ª;2018;Físico;8554859022;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;32p;;"ROCHA, Régis;AGUIAR, Daniela. Baby: a maravilha mirim. São Paulo: Afrodinamic, 2018.";https://m.media-amazon.com/images/I/51Ts3rHf+IL._SY425_.jpg;africana
"""Mussa: um conto popular africano""";;Maria Clara Cavalcanti ;Allan Rabelo;"Fábulas africanas; Amizade; Mitos";A bicharada lá na África está morrendo de fome e sede. E logo quando encontra a ajuda preciosa do deus Nyame para mudar essa situação de penúria total, novo problema surge. E surge em forma de uma feiticeira terrível! Os animais já estavam perdendo as esperanças de conseguir se safar da feiticeira quando o bicho em que eles menos acreditavam ? debochavam até ? resolveu a questão. E, daquele momento em diante, eles enfiaram a viola no saco e passaram a tratar a pão de ló o bicho salvador.;;Zit;1ª;2016;Físico;9788579330964;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1636214?guid=1708288398254&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1708288398254%26quantidadePaginas%3d1%26codigoRegistro%3d1636214%231636214&i=1;pt-BR;;Infantojuvenil;36p;;"CALVACANTI;Maria Clara. Mussa: um conto popular africano. Rio de Janeiro : Zit, 2015.";https://images.tcdn.com.br/img/img_prod/625393/mussa_um_conto_popular_africano_4011_1_0d2f93e70dc16deaad2afcdc3f41ed4e.jpg;africana
"""Luke em uma aventura na África""";;Isa Colli;Paula Kranz;"Aventuras; Culturas africanas";Luke parte para uma nova e incrível aventura. Dessa vez, ele visita o continente africano, onde vai percorrer diversos países para mostrar as riquezas da região, mas também alertar a todos sobre os graves problemas da população. Acompanhe Luke nessa aventura e conheça mais sobre os povos africanos!;;Collibooks;1ª;2023;Físico;9788554059880;https://www.collibooksloja.com/ensino-fundamental-i/luke-em-uma-aventura-na-africa;pt-BR;;Infantojuvenil;40p;;COLLI, Isa. Luke em uma aventura na África. Brasilia: Collibooks, 2023;https://images.tcdn.com.br/img/img_prod/1172390/luke_em_uma_aventura_na_africa_109_1_409c1c8af3a9f74966c587c5279f5fd1.png;africana
"""Yasuke – O Samurai Negro""";;Frédéric Marais;Frédéric Marais;"Continente africano; aventura; descobertas";Ao pé do Kilimanjaro, a montanha mais alta da África, vivia um menino que não tinha nome… Este garoto sem nome deixará a África e navegará até o Japão, ao encontro do seu destino excepcional.;;Viajante do tempo;1ª;2023;Físico;978-65-88857-23-6 ;https://viajantedotempo.com/dt_portfolios/yasuke-o-samurai-negro/;pt-BR;;Infantojuvenil;32p;;MARAIS,Frédéric.Yasuke-o samurai negro.Rio de Janeiro:Viajante do tempo, 2023.;https://viajantedotempo.com/wp-content/uploads/2023/06/Yasuke-o-Samurai-Negro_Capa.jpg;africana
"""Sabá e a planta mágica""";;Yann Dégruel;"Yann Dpegruel; tradução de  Regis L. A. Rosa";"Culturas africanas; Lendas africanas; Etiópia";A lenda do café na Etiopia. Há muito tempo, na Abissínia, atual Etiópia, uma menina chamada Sabá, curiosa e inteligente, decidiu seguir uma cabra selvagem, muito esperta. Na verdade, o animalzinho gostava de brincar e de ir todos os dias ao topo da montanha para desfrutar de uma planta misteriosa, um tesouro com aroma intenso logo descoberto, saboreado e apreciado pelos humanos:  o café!;;Viajante do tempo;1ª;2017;Físico;978-85-63382-67-2;https://viajantedotempo.com/dt_portfolios/saba-e-a-planta-magica/;pt-BR;;Infantojuvenil;36p;;DÉGRUEL, Yann. Sabá e a planta mágica. Rio de Janeiro:Viajante do tempo, 2017.;http://viajantedotempo.com/wp-content/uploads/2018/03/Sab%C3%A1_capa-frontal.jpg?timestamp=1707580492493;africana
"""Diarabi e Mansa""";;Souleymane Mbodj;"Judith Gueyfier;  Tradutor(a): Regis L. A. Rosa";"Lendas africanas; príncipes e princesas; Amor";Há muito, muito tempo, Mansa, um jovem príncipe africano, estava à procura de uma esposa. Mas ele recusava todas as princesas que seu pai lhe apresentava e repetia, sem cessar, que queria compartilhar sua vida com uma pessoa muito especial. Assim começa a história de Mansa, o jovem príncipe de coração puro. Sua generosidade guiará seus passos até a linda Diarabi. O amor que os unirá será único, mágico. Ninguém poderá destruí-lo. Nem mesmo os feitiços e o ciúme de uma bruxa. Nem mesmo a morte…;;Viajante do tempo;1ª;2016;Físico;9788563382429 ;https://viajantedotempo.com/dt_portfolios/diarabi-e-mansa/;pt-BR;;Infantojuvenil;44p;;MBODJ, Souleyman.Diarabi e Mansa.Rio de Janeiro: Viajante do tempo, 2016.;http://viajantedotempo.com/wp-content/uploads/2016/05/DIARABI-E-MANSA_CAPA-FRONTAL-e1463248922694.jpg?timestamp=1707581487670;africana
""" Dulla, a mulher canibal: um conto africano""";;Rogério Andrade Barbosa;Graça Lima;"Tradição oral; conto africano; Continente africano";Uma terrível seca transformou a jovem Duula num ser animalesco, selvagem e canibal, que persegue suas vítimas sem trégua no árido território africano. Extraído da tradição oral africana, esse conto guarda curiosas semelhanças com João e Maria e Chapeuzinho Vermelho. As ilustrações de Graça Lima completam o cenário africano.;;DCL;2ª;2005;Físico;978-8573383249;Duula, a mulher canibal | Amazon.com.br;pt-BR;;Infantojuvenil;40p;;BARBOSA, Rogério Andrade. Dulla, a mulher canibal: um conto africano. São Paulo : Difusão Cultural do Livro, 2005.;https://m.media-amazon.com/images/I/81gi2E8F4ML._SY425_.jpg;africana
"""Sua majestade, o elefante: contos africanos""";;Luciana Savaget;Rosinha Campos;"Culturas africanas; fábulas africanas; savana ";Se tivesse que haver um soberano na mata africana, com certeza não seria o leão. Duas histórias divertidas falam do elefante, esse enorme e sensível paquiderme que tem muito a nos ensinar.Indicado para os anos iniciais do Ensino Fundamental 3º ano e 4º ano;;Paulinas;1ª;2006;Físico;978-8535617269;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;;;SAVAGET, Luciana.Sua majestade, o elefante: contos africanos. São Paulo: Paulinas, 2006.;https://m.media-amazon.com/images/I/91BrAF8mo5L._SY425_.jpg;africana
"""A árvore dos gingongos""";;Maria Celestina Fernandes;Jô Oliveira;"LIteratura angolana; Continente africano";Uma história contada por Maria Celestina Fernandes, escritora angolana que, ao falar de seu ofício, declara ser o amor a base de tudo: diz que as crianças devem ser plenamente amadas. Uma história que veio ganhar cores nas mãos do artista brasileiro Jô Oliveira. No seu traço marcante, e com as cores que sentiu em viagem à África, Jô descreve cenários tão vivos e personagens com tamanha expressão que passa a ser diretamente com eles que o leitor dialoga. Uma bela história, em palavras e imagens;;DCL;1ª;2009;Físico;978-8536804453;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;40p;;FERNANDES, Maria Celestino.A árvore dos gingongos.São Paulo:Difusão Cultural do Livro, 2009.;https://m.media-amazon.com/images/I/81CpiiY0rEL._SL1348_.jpg;africana
"""Kalimba""";;Maria Celestina Fernandes;Bruna Mancuso;"Continente africano; Fábulas africanas; Aventura; Amizade; cultura angolana";Em Kalimba, da série “Vozes da África”, Maria Celestina Fernandes conta com graça a história do menino angolano Kababo e seu pássaro Kalimba. Acompanhe as aventuras dos dois amigos por aldeias angolanas no continente africano, onde eles conhecem pessoas e animais e aprendem diversas lições. As ilustrações da brasileira Brunna Mancuso levam o leitor a um mundo mágico em que a criança e o pássaro vencem desafios e ajudam uma comunidade em momentos de dificuldade;Série Vozes da África,Angola;Kapulana;1ª;2015;Físico;978-85-68846-03-2;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;32p;;FERNANDES, Maria Celestino.Kalimba. São Paulo: Kapulana, 2015.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_kalimba-416x416.png;africana
""" O homem frondoso e outras histórias da África""";;Claude Brum;"Grégoire Vallancien;Traduzido por Hildegart Feist";"Conto africanos; Tradição oral ; Magia; Coragem";Após a morte do pai, o jovem Daúda constrói uma cabana no campo, bem distante da aldeia, para a bela Aissata, sua irmã mais nova, pois teme que ela seja raptada pelo rei do lugar. Só que os encantos da moça acabam chegando aos ouvidos do soberano, que envia um verdadeiro exército para raptá-la. Daúda acaba com todos, um por um. Mas uma velha feiticeira conhece um encantamento capaz de enganar o corajoso irmão. A história dos dois irmãos, narrada no conto “O homem frondoso”, que dá título a este volume, e todas as demais contidas no livro foram recolhidas da tradição oral de diversos países da África. Diante de uma plateia de crianças e adultos, os contadores africanos criam vozes para cada um dos personagens - uma voz forte e alta para o leão, uma vozinha para um ratinho -, entremeando silêncios cheios de suspense e bruscas mudanças de voz, cativando seus ouvintes. Nos contos deste livro, que procuram manter o ritmo próprio das narrativas orais, entram em cena seres fantásticos, animais, camponeses, príncipes e princesas, e pessoas comuns vivendo o dia a dia das aldeias africanas. E o leitor, como se ouvisse os contadores daquele continente, pode imaginar as vozes de cada um desses personagens, pois todos - além dos homens, é claro - falam: os bichos, as árvores, os rios, as pedras;;Companhia das letrinhas;1ª;2009;Físico;9788574064956;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;48p;;BLUM, Clade. O homem frondoso e outras histórias da África. São Paulo: Companhia das Letrinhas, 2011.;https://m.media-amazon.com/images/I/91K-FtDqRiL._SL1500_.jpg;africana
"""As armadilhas da floresta""";;Hélder Faife;Mauro Manhiça;"Contos de Moçambique; Culturas africanas; Fábulas";As armadilhas da floresta, com texto de Hélder Faife e ilustrações de Mauro Manhiça, é o segundo volume da série “Contos de Moçambique”. Nesta história, homem e leão disputam a liderança na floresta. Cada um faz uso de artimanhas para vencer o outro, até que a disputa é solucionada, de maneira inesperada, com a participação de outro animal: o rato. Mauro Manhiça, artista moçambicano, ilustra majestosamente essa história com desenhos digitais que dão vida às personagens.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;978-85-68846-13-1;As armadilhas da floresta – v. 2 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32p;;FAIFE,Hélder. As armadilhas da floresta.São Pulo: Kapulana, 2016.;https://m.media-amazon.com/images/I/81BqM250f1L._SL1111_.jpg;africana
"""O rei mocho""";;Ungulani Ba Ka Khosa;Americo A. Mavale;"Batique craquelê; Contos de Moçambique; fábulas";O rei mocho, com texto de Ungulani Ba Ka Khosa, é o primeiro volume da série “Contos de Moçambique”. Nesta história, um pai mostra ao filho como as mentiras surgiram no mundo. Os pássaros escolheram o mocho, por causa dos chifres que tinha na cabeça, para guiá-los em suas tarefas. Até que o homem resolveu intervir, e descobriu a verdade que o mocho escondia. Américo Mavale ilustrou o livro a partir de peças em batique craquelê, arte tradicional de Moçambique.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;978-85-68846-10-0;O rei mocho – v. 1 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28p;;KHOSA, Ungulani Ba Ka. O rei Mocho. São Paulo:Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_rei-mocho.png;africana
"""A viagem""";;Tatiana Pinto;Luís Cardoso;"Artesanato moçambicano; Contos de Moçambique";A viagem, com texto de Tatiana Pinto, ilustrações de Luís Cardoso e artesanato de Tomás Muchanga, é o terceiro volume da série “Contos de Moçambique”. Masud e Wimbo tinham dois filhos, Agot e Mbuio, e uma filha, Inaya, que deseja ter o mesmo tratamento que seus irmãos. Ela sai de sua aldeia para salvá-los em outra cidade. Durante seu caminho, descobre sua força e coragem. Luís Cardoso usa diversas técnicas para dar vida aos bonecos tradicionais de Tomás Muchanga, ilustrando belamente esta história moçambicana.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;978-85-68846-19-3;A viagem – v. 3 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;40p;;PINTO, Tatiane. A Viagem. São Paulo: Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_a-viagem.png;africana
"""O casamento misterioso de Mwidja"" ";;Alexandre Dunduro;"Luís Cardoso; Orlando Mondalane";"Culturas africanas; Bonecos de miçangas; Aventuras; Contos de Moçambique  ";O casamento misterioso de Mwidja, com texto de Alexandre Dunduro, ilustrações de Luís Cardoso e artesanato de Orlando Mondlane, é o quarto volume da série “Contos de Moçambique”, composta por contos da tradição oral moçambicana. O livro narra a intrigante história de Mwidja e seu irmão Zwiro, também melhores amigos, que passam por uma perigosa aventura e contam com a ajuda de seu amigo flamingo para encontrarem o caminho de volta para casa. Luís Cardoso usa diversas técnicas para dar vida aos bonecos de miçanga de Orlando Mondlane, ilustrando belamente esta história moçambicana.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;978-85-68846-21-6;O casamento misterioso de Mwidja – v. 4 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;36p;;DUNDURO, Alexandre. O casamento misterioso de Mwidja. São Paulo: Kapulana, 2017.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_casamento.png;africana
